订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
DD2017081913214298F22DB1BFA0B,E43A6E078A04228,3.5,3.5,雪碧330ml,2017/8/7 18:55,C,已出货未退款,已提现
DD2017081913272111B3C5D35758C,E43A6E078A04228,3.5,3.5,雪碧最新款,2017/8/7 19:00,C,已出货未退款,已提现
DD201707131120266037275FA64DF,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/8/7 19:07,B,已出货未退款,已提现
DD201708167493166938704204065,E43A6E078A04228,3,3,劲仔小鱼（麻辣味）,2017/8/7 19:07,C,已出货未退款,已提现
DD201708167493931709706655135,E43A6E078A04228,3,3,茉莉蜜茶,2017/8/7 19:07,C,已出货未退款,已提现
DD201708167493729981642916942,E43A6E078A06874,4,4,85g新麦潮北海道吐司,2017/8/7 19:07,E,已出货未退款,已提现
DD2017081104334195F21880192FB,E43A6E078A04134,5,5,脉动,2017/8/7 19:09,B,已出货未退款,已提现
DD201707131005035097E968CB6C4,E43A6E078A04228,2,2,怡宝纯净水,2017/8/7 19:10,C,已出货未退款,已提现
DD2017082408015498AD5BE0E725C,E43A6E078A04228,3,3,怡宝纯净水,2017/8/7 19:12,C,已出货未退款,已提现
DD2017081913462551C70A1DE32EE,E43A6E078A04228,4,4,东鹏特饮,2017/8/7 19:14,C,已出货未退款,已提现
DD2017071715363916B1E438D2A58,E43A6E078A06874,3.5,3.5,芬达330ml,2017/8/7 19:18,E,已出货未退款,已提现
DD201708167493869638912908093,E43A6E078A04172,2,2,145ml旺仔牛奶盒装,2017/8/7 19:30,A,已出货未退款,已提现
DD201707131127006778DBC058AF0,E43A6E078A04228,2,2,怡宝纯净水,2017/8/7 19:30,C,已出货未退款,已提现
DD201708167493933307234276197,E43A6E078A04134,4.5,4.5,椰树牌椰汁,2017/8/7 19:34,B,已出货未退款,已提现
DD2017071219531932F1E0E866C93,E43A6E078A06874,4,4,雪碧（500ml）,2017/8/7 19:34,E,已出货未退款,已提现
DD2017081914171720EE8EF9F84E9,E43A6E078A06874,1,1,香豆干,2017/8/7 19:41,E,已出货未退款,已提现
DD20170819141859412B0A13F3274,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/8/7 19:42,C,已出货未退款,已提现
DD2017080821210177E7F02A578C4,E43A6E078A04228,3.5,3.5,统一冰红茶,2017/8/7 19:46,C,已出货未退款,已提现
DD201708191419041923FB3FF4C62,E43A6E078A04228,3.5,3.5,果粒橙,2017/8/7 20:00,C,已出货未退款,已提现
DD201708167493684578182335151,E43A6E078A07631,6.5,6.5,91g徐福记凤梨酥,2017/8/7 20:17,D,已出货未退款,已提现
DD201706271453463464631DF088A,E43A6E078A06874,3.5,3.5,可口可乐最新款,2017/8/7 20:17,E,已出货未退款,已提现
DD2017081674930421982653027109,E43A6E078A06874,3.5,3.5,可乐可乐,2017/8/7 20:17,E,已出货未退款,已提现
DD201708167493328229874479611,E43A6E078A04228,11,11,100g果王咸柑桔罐装,2017/8/7 20:26,C,已出货未退款,已提现
DD201708167493298031668322794,E43A6E078A04228,4.5,4.5,68g好丽友巧克力派2枚,2017/8/7 20:26,C,已出货未退款,已提现
DD201707131136545157470394116,E43A6E078A04228,3,3,统一绿茶,2017/8/7 20:26,C,已出货未退款,已提现
DD20170819141949884133E1177F7,E43A6E078A04228,4,4,王老吉（罐）,2017/8/7 21:34,C,已出货未退款,已提现
DD20170819142007957BA30992B08,E43A6E078A06874,3,3,熊字饼,2017/8/7 21:43,E,已出货未退款,已提现
DD20170827163009955C1A94AD973,E43A6E078A06874,1,1,香豆干,2017/8/7 22:10,E,已出货未退款,已提现
DD201708151341111476277DF8A0B,E43A6E078A04134,4,4,王老吉（罐）,2017/8/7 22:52,B,已出货未退款,已提现
DD2017081614474615547D78173CB,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/8/8 3:37,E,已出货未退款,已提现
DD20170814211246618B6127F98E9,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 8:21,B,已出货未退款,已提现
DD2017082303170912DAB88088AF8,E43A6E078A04228,4,4,王老吉（罐）,2017/8/8 8:22,C,已出货未退款,已提现
DD201708291950288422A8ED5F6E3,E43A6E078A06874,4,4,阿萨姆奶茶,2017/8/8 8:25,E,已出货未退款,已提现
DD20170817200525805BA75E3E915,E43A6E078A06874,4,4,阿萨姆奶茶,2017/8/8 8:26,E,已出货未退款,已提现
DD20170819142041319192489A80F,E43A6E078A06874,1,1,香豆干,2017/8/8 8:44,E,已出货未退款,已提现
DD2017082009343344062B78A3208,E43A6E078A06874,4,4,银鹭八宝粥,2017/8/8 8:46,E,已出货未退款,已提现
DD20170819142145124F61200F4CA,E43A6E078A06874,4,4,阿萨姆奶茶,2017/8/8 8:49,E,已出货未退款,已提现
DD2017082214344216AEE8217CA8A,E43A6E078A04228,2,2,鸭翅,2017/8/8 8:52,C,已出货未退款,已提现
DD2017081620531649BD4F4636AFF,E43A6E078A04134,3,3,芬达330ml,2017/8/8 8:54,B,已出货未退款,已提现
DD201708167493939745808712053,E43A6E078A04228,4,4,营养快线,2017/8/8 8:57,C,已出货未退款,已提现
DD20170816749331998353359124,E43A6E078A06874,7.5,7.5,268ml雀巢咖啡丝滑拿铁,2017/8/8 8:57,E,已出货未退款,已提现
DD20170714205738627C6F494460C,E43A6E078A06874,4,4,果粒橙,2017/8/8 8:57,E,已出货未退款,已提现
DD2017081914292668AF98580D80E,E43A6E078A07631,2,2,鸭翅,2017/8/8 8:58,D,已出货未退款,已提现
DD2017081914334218F99A7047603,E43A6E078A04228,4.5,4.5,阿萨姆奶茶,2017/8/8 9:02,C,已出货未退款,已提现
DD20170819144604205F5E9ED7D61,E43A6E078A04228,3.5,3.5,雪碧330ml,2017/8/8 9:03,C,已出货未退款,已提现
DD201708081805021599E00C1F442,E43A6E078A04134,5,5,王老吉（500ml）,2017/8/8 9:04,B,已出货未退款,已提现
DD201708172253359568522E5C700,E43A6E078A04172,3,3,统一冰红茶,2017/8/8 9:08,A,已出货未退款,已提现
DD201707131142428236B532767C4,E43A6E078A04134,3,3,熊字饼,2017/8/8 9:10,B,已出货未退款,已提现
DD201708167493941427036448937,E43A6E078A04228,2,2,怡宝矿泉水,2017/8/8 9:10,C,已出货未退款,已提现
DD20170819144851106C64589A614,E43A6E078A04228,4.5,4.5,乐虎,2017/8/8 9:12,C,已出货未退款,已提现
DD2017081914552272D711035BA6B,E43A6E078A04228,4.5,4.5,乐虎,2017/8/8 9:17,C,已出货未退款,已提现
DD201708111435058849D86539DAA,E43A6E078A04134,4.5,4.5,脉动,2017/8/8 9:19,B,已出货未退款,已提现
DD2017081400124392841E87444DA,E43A6E078A04134,4,4,统一冰红茶,2017/8/8 9:32,B,已出货未退款,已提现
DD20170805151403484A2E1AAC255,E43A6E078A04134,3.5,3.5,果粒橙,2017/8/8 9:38,B,已出货未退款,已提现
DD20170819150043328F6E7876FB7,E43A6E078A07631,3,3,雪碧最新款,2017/8/8 9:39,D,已出货未退款,已提现
DD201708212127361428062830A28,E43A6E078A04172,3,3,统一绿茶,2017/8/8 9:43,A,已出货未退款,已提现
DD2017080609491593990DC9E8289,E43A6E078A04172,3,3,卫龙大面筋,2017/8/8 9:44,A,已出货未退款,已提现
DD201708167493612686962189364,E43A6E078A04228,6.5,6.5,430g泰奇八宝粥,2017/8/8 9:46,C,已出货未退款,已提现
DD201706082334491881195C68D24,E43A6E078A06874,3,3,统一冰红茶,2017/8/8 9:46,E,已出货未退款,已提现
DD20170819150945703ACDE3C08DF,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/8/8 9:53,E,已出货未退款,已提现
DD2017081915154213354C83A94BB,E43A6E078A04228,3,3,雪碧最新款,2017/8/8 9:57,C,已出货未退款,已提现
DD2017081414512196E722BB0786B,E43A6E078A04134,3.5,3.5,统一冰红茶,2017/8/8 10:12,B,已出货未退款,已提现
DD2017081816554736B2CDB9D5AFC,E43A6E078A04228,5,5,脉动,2017/8/8 10:18,C,已出货未退款,已提现
DD20170814035941832BF5029B761,E43A6E078A04134,3,3,雪碧最新款,2017/8/8 10:48,B,已出货未退款,已提现
DD20170819151712290EDF5964194,E43A6E078A04228,4,4,熊字饼,2017/8/8 11:00,C,已出货未退款,已提现
DD201706130048167415BEC21803E,E43A6E078A07631,3,3,统一冰红茶,2017/8/8 11:05,D,已出货未退款,已提现
DD201708191521379935D12844F0E,E43A6E078A04228,4,4,熊字饼,2017/8/8 11:46,C,已出货未退款,已提现
DD201708152047026055B872C88F7,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/8/8 11:58,A,已出货未退款,已提现
DD20170819152207158A55DB3F6A8,E43A6E078A07631,4,4,阿萨姆奶茶,2017/8/8 12:00,D,已出货未退款,已提现
DD201708167493932437516613775,E43A6E078A04134,3,3,维他奶,2017/8/8 12:01,B,已出货未退款,已提现
DD20170713233649266963834DF33,E43A6E078A06874,4,4,统一冰红茶,2017/8/8 12:01,E,已出货未退款,已提现
DD2017080620332651B6FE5B6BB17,E43A6E078A07631,3,3,卫龙大面筋,2017/8/8 12:02,D,已出货未退款,已提现
DD20170809153346515BDE7D247C4,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 12:03,B,已出货未退款,已提现
DD2017081915274937057E05C36F6,E43A6E078A07631,2,2,怡宝纯净水,2017/8/8 12:13,D,已出货未退款,已提现
DD20170810124827351A7033FD5E0,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/8/8 12:14,E,已出货未退款,已提现
DD2017081915290959B0A03D9D8A8,E43A6E078A04228,3,3,雪碧最新款,2017/8/8 12:15,C,已出货未退款,已提现
DD2017082518190942D7695F6E913,E43A6E078A04228,4,4,王老吉（罐）,2017/8/8 12:17,C,已出货未退款,已提现
DD201708167493890880866527307,E43A6E078A04134,7.5,7.5,30g无穷农场盐_鸡蛋,2017/8/8 12:18,B,已出货未退款,已提现
DD2017072317405846D30B6190C76,E43A6E078A06874,4,4,统一冰红茶,2017/8/8 12:18,E,已出货未退款,已提现
DD2017081915294060A91AC2BF5CF,E43A6E078A07631,1,1,小鱼仔,2017/8/8 12:23,D,已出货未退款,已提现
DD20170819153030188C06F3F89B3,E43A6E078A07631,3,3,伊利纯牛奶,2017/8/8 12:28,D,已出货未退款,已提现
DD201707271842186637A42D155C4,E43A6E078A06874,4.5,4.5,阿萨姆奶茶,2017/8/8 12:36,E,已出货未退款,已提现
DD201708292119273395B0A25C726,E43A6E078A06874,10,10,口味王槟榔（绿）,2017/8/8 12:38,E,已出货未退款,已提现
DD201708211006355426E499397E1,E43A6E078A04228,3,3,怡宝纯净水,2017/8/8 12:40,C,已出货未退款,已提现
DD2017081819362310EC2F57CC15C,E43A6E078A04228,3,3,怡宝纯净水,2017/8/8 12:41,C,已出货未退款,已提现
DD20170810145437265FEED591954,E43A6E078A04134,4,4,营养快线,2017/8/8 12:43,B,已出货未退款,已提现
DD201708101738247208DDBC2B384,E43A6E078A04134,1.5,1.5,鸭翅,2017/8/8 12:45,B,已出货未退款,已提现
DD20170819153144192A1E81D243B,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/8/8 12:47,C,已出货未退款,已提现
DD20170818160444509FE1D79D97F,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 12:54,B,已出货未退款,已提现
DD201708191531575189F77F03694,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/8/8 13:02,C,已出货未退款,已提现
DD201708191532019377D9CD6F40A,E43A6E078A06874,3,3,统一绿茶,2017/8/8 13:05,E,已出货未退款,已提现
DD201708191539034432686C232B6,E43A6E078A07631,4,4,银鹭八宝粥,2017/8/8 13:19,D,已出货未退款,已提现
DD2017081674939347972447048,E43A6E078A07631,4.5,4.5,椰树牌椰汁,2017/8/8 13:42,D,已出货未退款,已提现
DD20170709122518355F58461A8CA,E43A6E078A06874,4.5,4.5,营养快线,2017/8/8 13:42,E,已出货未退款,已提现
DD201708191541221568A0D3C418E,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/8/8 13:45,E,已出货未退款,已提现
DD2017082318591573F5614B10F49,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/8/8 13:51,D,已出货未退款,已提现
DD201708167493916585761460645,E43A6E078A04172,5,5,85g统一老坛酸菜牛肉面,2017/8/8 13:53,A,已出货未退款,已提现
DD201708167493299200286240673,E43A6E078A04228,4.5,4.5,40g乐事美国经典原味,2017/8/8 13:53,C,已出货未退款,已提现
DD2017071312223831910B2638EF7,E43A6E078A04228,3.5,3.5,王老吉（罐）,2017/8/8 13:53,C,已出货未退款,已提现
DD201708167493823804707324083,E43A6E078A06874,2.5,2.5,85g新麦潮北海道吐司,2017/8/8 13:53,E,已出货未退款,已提现
DD201708167493291759366373654,E43A6E078A06874,2,2,85g新麦潮手撕面包（提子味）,2017/8/8 13:53,E,已出货未退款,已提现
DD201708167493925840519696669,E43A6E078A06874,6,6,红牛,2017/8/8 13:53,E,已出货未退款,已提现
DD201708191551054307DB6093C0F,E43A6E078A06874,3,3,果粒橙,2017/8/8 13:58,E,已出货未退款,已提现
DD20170819155226430758F8529DE,E43A6E078A04228,4.5,4.5,乐虎,2017/8/8 14:00,C,已出货未退款,已提现
DD20170820150042336B3B6BC3383,E43A6E078A06874,4,4,银鹭八宝粥,2017/8/8 14:02,E,已出货未退款,已提现
DD2017082704291424E9B59B6997C,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/8/8 14:04,D,已出货未退款,已提现
DD201708231428368624F534E1AB7,E43A6E078A07631,3,3,统一绿茶,2017/8/8 14:07,D,已出货未退款,已提现
DD2017081710210268C147CD2ACE0,E43A6E078A04134,3.5,3.5,芬达330ml,2017/8/8 14:25,B,已出货未退款,已提现
DD2017081915564810B8814AD4722,E43A6E078A07631,6,6,红牛,2017/8/8 14:30,D,已出货未退款,已提现
DD2017082600374269213FDEF1ABD,E43A6E078A04228,3.5,3.5,伊利优酸乳,2017/8/8 14:44,C,已出货未退款,已提现
DD2017082823245843768F7FB9A74,E43A6E078A07631,3,3,卫龙大面筋,2017/8/8 14:49,D,已出货未退款,已提现
DD2017081705091149DE6AC749B1E,E43A6E078A04134,3.5,3.5,可口可乐330ml,2017/8/8 14:51,B,已出货未退款,已提现
DD2017080312161140CAA5F9A6E5C,E43A6E078A04228,4,4,东鹏特饮,2017/8/8 15:02,C,已出货未退款,已提现
DD20170811143435348DAC62BC40F,E43A6E078A04134,4.5,4.5,营养快线,2017/8/8 15:10,B,已出货未退款,已提现
DD20170817195523485F30121ED33,E43A6E078A06874,3,3,统一冰红茶,2017/8/8 15:18,E,已出货未退款,已提现
DD2017071312290348FE31CAAEFD9,E43A6E078A04228,3,3,可口可乐330ml,2017/8/8 15:20,C,已出货未退款,已提现
DD201708167493941511215740331,E43A6E078A06874,1.5,1.5,香豆干,2017/8/8 15:20,E,已出货未退款,已提现
DD2017081707374578F311110CE72,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 15:29,B,已出货未退款,已提现
DD2017082615183262D7192E5B1EB,E43A6E078A04228,4,4,熊字饼,2017/8/8 15:31,C,已出货未退款,已提现
DD2017080623504681E71AA91FD70,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 15:32,B,已出货未退款,已提现
DD2017081916002798124D7928499,E43A6E078A04172,4,4,阿萨姆奶茶,2017/8/8 15:41,A,已出货未退款,已提现
DD201708191600432883880B48D3F,E43A6E078A04228,4,4,东鹏特饮,2017/8/8 15:45,C,已出货未退款,已提现
DD2017081916011736116A4C61082,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/8/8 15:48,A,已出货未退款,已提现
DD201708167493941556104096342,E43A6E078A04134,3,3,雪碧（500ml）,2017/8/8 15:55,B,已出货未退款,已提现
DD2017071312395328DBED457FDDE,E43A6E078A04228,2,2,怡宝纯净水,2017/8/8 15:55,C,已出货未退款,已提现
DD201708191603199821B8E4291E0,E43A6E078A07631,6,6,红牛,2017/8/8 15:56,D,已出货未退款,已提现
DD201706130014582548B2332D1EC,E43A6E078A07631,2,2,凤爪,2017/8/8 16:00,D,已出货未退款,已提现
DD20170819160539454E489BA8CF5,E43A6E078A04172,6,6,红牛,2017/8/8 16:04,A,已出货未退款,已提现
DD2017082417241672E928936888C,E43A6E078A06874,2,2,怡宝,2017/8/8 16:05,E,已出货未退款,已提现
DD201708191606466567E20DD01FF,E43A6E078A06874,4,4,银鹭八宝粥,2017/8/8 16:06,E,已出货未退款,已提现
DD2017080718032289C3F446413EA,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 16:10,B,已出货未退款,已提现
DD2017081218310482920377DC8AB,E43A6E078A07631,2.5,2.5,伊利优酸乳,2017/8/8 16:15,D,已出货未退款,已提现
DD20170813163534773E7797CBD80,E43A6E078A04134,4,4,王老吉（罐）,2017/8/8 16:18,B,已出货未退款,已提现
DD2017081916043228FFD26EAD532,E43A6E078A04172,4,4,银鹭八宝粥,2017/8/8 16:32,A,已出货未退款,已提现
DD20170824071702349E16604D785,E43A6E078A04228,4.5,4.5,脉动,2017/8/8 16:33,C,已出货未退款,已提现
DD20170819161920104EE90952530,E43A6E078A07631,4,4,脉动,2017/8/8 16:35,D,已出货未退款,已提现
DD201708121849088262C5A607DCE,E43A6E078A07631,6,6,红牛,2017/8/8 16:37,D,已出货未退款,已提现
DD2017081320571843AF2692AF962,E43A6E078A04172,4,4,阿萨姆奶茶,2017/8/8 16:38,A,已出货未退款,已提现
DD201708167493326378340342572,E43A6E078A04228,3,3,13g无穷烤鸡小腿蜂蜜味,2017/8/8 16:42,C,已出货未退款,已提现
DD2017071323123768C20830F9E1E,E43A6E078A04228,4,4,营养快线,2017/8/8 16:42,C,已出货未退款,已提现
DD201708167493931657788846845,E43A6E078A04134,10,10,口味王槟榔（绿）,2017/8/8 16:46,B,已出货未退款,已提现
DD2017071821060663397AC2705D7,E43A6E078A06874,4.5,4.5,银鹭八宝粥,2017/8/8 16:46,E,已出货未退款,已提现
DD20170701143630848938EE7CD01,E43A6E078A06874,3.5,3.5,可口可乐（500ml）,2017/8/8 16:48,E,已出货未退款,已提现
DD20170808175023385A1F337C11D,E43A6E078A07631,4,4,银鹭八宝粥,2017/8/8 16:51,D,已出货未退款,已提现
DD20170828195359218A0BFF0AA94,E43A6E078A07631,3.5,3.5,东鹏特饮,2017/8/8 16:58,D,已出货未退款,已提现
DD20170803195525991B824514B74,E43A6E078A04228,5,5,脉动,2017/8/8 17:02,C,已出货未退款,已提现
DD20170819162012750407D460CF1,E43A6E078A04228,2,2,鸭翅,2017/8/8 17:05,C,已出货未退款,已提现
DD2017081218574339C4DCE0022F1,E43A6E078A07631,10,10,口味王槟榔（绿）,2017/8/8 17:06,D,已出货未退款,已提现
DD201708222300503218229D3CF70,E43A6E078A07631,3,3,可口可乐最新款,2017/8/8 17:11,D,已出货未退款,已提现
DD201707161215478670C1B29C86D,E43A6E078A07631,3,3,可口可乐（500ml）,2017/8/8 17:17,D,已出货未退款,已提现
DD20170816749343476610081453,E43A6E078A07631,1.6,1.6,咪咪虾条马来西亚风味,2017/8/8 17:17,D,已出货未退款,已提现
DD201708081734437329E80977448,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/8/8 17:19,E,已出货未退款,已提现
DD201708261452374778BDAD711D7,E43A6E078A04228,3.5,3.5,芬达330ml,2017/8/8 17:25,C,已出货未退款,已提现
DD201708167493306334210994314,E43A6E078A04134,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/8/8 17:33,B,已出货未退款,已提现
DD201708167493803015919919677,E43A6E078A04228,4,4,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/8/8 17:33,C,已出货未退款,已提现
DD2017070413500757992748117D2,E43A6E078A06874,2.5,2.5,怡宝纯净水,2017/8/8 17:33,E,已出货未退款,已提现
DD201708167493439049880941281,E43A6E078A04228,4.5,4.5,68g好丽友巧克力派2枚,2017/8/8 17:35,C,已出货未退款,已提现
DD2017071315192795E3D86AC2FC6,E43A6E078A04228,3,3,卫龙大面筋,2017/8/8 17:35,C,已出货未退款,已提现
DD201708167493941638107173727,E43A6E078A06874,3,3,可口可乐（500ml）,2017/8/8 17:35,E,已出货未退款,已提现
DD20170819164600296822ED94CB1,E43A6E078A04172,1.5,1.5,鸭翅,2017/8/8 17:37,A,已出货未退款,已提现
DD201708167493922650315211484,E43A6E078A04134,1,1,12g劲仔小鱼麻辣味,2017/8/8 17:39,B,已出货未退款,已提现
DD20170712174942253E36DE6A1E4,E43A6E078A06874,4,4,果粒橙,2017/8/8 17:39,E,已出货未退款,已提现
DD20170819164918510A2C1B12A87,E43A6E078A06874,3,3,统一冰红茶,2017/8/8 17:44,E,已出货未退款,已提现
DD20170819170354883181581411C,E43A6E078A06874,3,3,统一绿茶,2017/8/8 17:45,E,已出货未退款,已提现
DD2017081521061174E52144D1886,E43A6E078A04172,2.5,2.5,可口可乐330ml,2017/8/8 17:51,A,已出货未退款,已提现
DD20170819170630804C087B4D45A,E43A6E078A06874,4,4,脉动,2017/8/8 17:52,E,已出货未退款,已提现
DD2017082107582899D82F2FF33DD,E43A6E078A04172,2.5,2.5,伊利纯牛奶,2017/8/8 17:53,A,已出货未退款,已提现
DD20170819170718804DB142F8A4C,E43A6E078A06874,3,3,可口可乐330ml,2017/8/8 18:04,E,已出货未退款,已提现
DD2017081917104214E77278F6A2C,E43A6E078A04172,2.5,2.5,芬达330ml,2017/8/8 18:16,A,已出货未退款,已提现
DD2017081917234821F2D895F613E,E43A6E078A07631,2,2,怡宝纯净水,2017/8/8 18:17,D,已出货未退款,已提现
DD201708251611268107768E1469E,E43A6E078A04228,4,4,果粒橙,2017/8/8 18:20,C,已出货未退款,已提现
DD2017082604520618A0C9C049458,E43A6E078A04228,5,5,王老吉（500ml）,2017/8/8 18:24,C,已出货未退款,已提现
DD20170805202649684BCC23286A4,E43A6E078A04228,4,4,王老吉（罐）,2017/8/8 18:25,C,已出货未退款,已提现
DD2017081513513215FA59DAD6980,E43A6E078A04134,5,5,阿萨姆奶茶,2017/8/8 18:29,B,已出货未退款,已提现
DD201708167493941685071607721,E43A6E078A04134,2.5,2.5,芬达330ml,2017/8/8 18:31,B,已出货未退款,已提现
DD2017071316172024396E01CC02B,E43A6E078A07631,3,3,统一冰红茶,2017/8/8 18:31,D,已出货未退款,已提现
DD2017081413081114863F471E284,E43A6E078A04134,3,3,怡宝纯净水,2017/8/8 18:32,B,已出货未退款,已提现
